"outcome","predictor","x_value","yhat"
"alcbias","PA_state","2.16666666666667",-0.788528970200908
"alcbias","PA_state","2.33333333333333",-0.788528970200908
"alcbias","PA_state","2.5",-0.788528970200908
"alcbias","PA_state","2.66666666666667",-0.818778872075639
"alcbias","PA_state","2.83333333333333",-0.818778872075639
"alcbias","PA_state","3",-0.818778872075639
"alcbias","PA_state","3.16666666666667",-0.818934298295952
"alcbias","PA_state","3.33333333333333",-0.818934298295952
"alcbias","PA_state","3.5",-0.818934298295952
"alcbias","PA_state","3.66666666666667",-0.785152165246849
"alcbias","PA_state","3.83333333333333",-0.785152165246849
"alcbias","PA_state","4",-0.785152165246849
"B","PA_state","0",0.807317284701175
"B","PA_state","0.166666666666667",0.807317284701175
"B","PA_state","0.333333333333333",0.807317284701175
"B","PA_state","0.5",0.807317284701175
"B","PA_state","0.666666666666667",0.817914569550551
"B","PA_state","0.833333333333333",0.817914569550551
"B","PA_state","1",0.817914569550551
"B","PA_state","1.16666666666667",0.81789126214847
"B","PA_state","1.33333333333333",0.81789126214847
"B","PA_state","1.5",0.81789126214847
"B","PA_state","1.66666666666667",0.80882086494227
"B","PA_state","1.83333333333333",0.80882086494227
"B","PA_state","2",0.80882086494227
"B","PA_state","2.16666666666667",0.808751628153424
"B","PA_state","2.33333333333333",0.808751628153424
"B","PA_state","2.5",0.808751628153424
"B","PA_state","2.66666666666667",0.820279406341019
"B","PA_state","2.83333333333333",0.820279406341019
"B","PA_state","3",0.820279406341019
"B","PA_state","3.16666666666667",0.820338869830511
"B","PA_state","3.33333333333333",0.820338869830511
"B","PA_state","3.5",0.820338869830511
"B","PA_state","3.66666666666667",0.821956841881003
"B","PA_state","3.83333333333333",0.821956841881003
"B","PA_state","4",0.821956841881003
